patentid,issuing_country
US10185917B2,United States of America
US9734169B2,United States of America
US10182073B2,United States of America
US8775082B2,United States of America
US7546334B2,United States of America
US7996294B1,United States of America
US9311499B2,United States of America
US8176563B2,United States of America
US8394762B2,United States of America
US8924214B2,United States of America
US9413405B2,United States of America
US7792395B2,United States of America
US6480158B2,United States of America
US10527390B1,United States of America
US5694590A,United States of America
US3368776A,United States of America
US8391486B2,United States of America
US8322919B2,United States of America
US7978085B1,United States of America
US7872444B2,United States of America
US6694045B2,United States of America
US10504297B2,United States of America
US5331328A,United States of America
US6144953A,United States of America
US5551840A,United States of America
US5394151A,United States of America
US5717944A,United States of America
US5373456A,United States of America
US5233356A,United States of America
US5794059A,United States of America
US9937424B2,United States of America
US10404223B2,United States of America
US6801550B1,United States of America
US5949815A,United States of America
US4334277A,United States of America
US6301970B1,United States of America
US10122690B2,United States of America
US8039055B2,United States of America
US7786937B1,United States of America
US8207850B2,United States of America
US6351032B1,United States of America
US8837563B2,United States of America
US5581490A,United States of America
US7180242B2,United States of America
US5339087A,United States of America
US4999833A,United States of America
US4894795A,United States of America
US10468782B1,United States of America
US8295409B1,United States of America
US6144954A,United States of America
US7174507B2,United States of America
US8103532B2,United States of America
US6290505B1,United States of America
US2435788A,United States of America
US9297898B1,United States of America
US10426358B2,United States of America
US10182952B1,United States of America
US9404043B2,United States of America
US5122801A,United States of America
US6064172A,United States of America
US10271437B2,United States of America
US5410634A,United States of America
US5479610A,United States of America
US4661987A,United States of America
US5696514A,United States of America
US5859919A,United States of America
US5588152A,United States of America
US7082426B2,United States of America
US8755469B1,United States of America
US10271233B2,United States of America
US7974933B2,United States of America
US8930370B2,United States of America
US6105427A,United States of America
US7436937B2,United States of America
US6711523B2,United States of America
US5079690A,United States of America
US5959574A,United States of America
US9780823B2,United States of America
US5734921A,United States of America
US5625836A,United States of America
US5537119A,United States of America
US7255062B1,United States of America
US4899284A,United States of America
US8342310B2,United States of America
US9820120B2,United States of America
US3478990A,United States of America
US6963077B2,United States of America
US3953856A,United States of America
US4765942A,United States of America
US7650826B2,United States of America
US7692573B1,United States of America
US8104585B2,United States of America
US8920172B1,United States of America
US5262968A,United States of America
US984515A,United States of America
US8229163B2,United States of America
US7600129B2,United States of America
US7822989B2,United States of America
US9158288B2,United States of America
US7716486B2,United States of America
US5034845A,United States of America
US5661666A,United States of America
US6748410B1,United States of America
US4894903A,United States of America
US3217146A,United States of America
US10365651B2,United States of America
US7849034B2,United States of America
US8101929B1,United States of America
US5963745A,United States of America
US5987362A,United States of America
US8348911B2,United States of America
US5944762A,United States of America
US3704364A,United States of America
US9488441B2,United States of America
US8029198B2,United States of America
US7878392B2,United States of America
US5752067A,United States of America
US6520286B1,United States of America
US7602608B2,United States of America
US7504976B1,United States of America
US5966528A,United States of America
US3763358A,United States of America
US5371753A,United States of America
US5590345A,United States of America
US6111770A,United States of America
US3724783A,United States of America
US993015A,United States of America
US1121589A,United States of America
US8754853B2,United States of America
US7205520B1,United States of America
US10135236B2,United States of America
US8971932B2,United States of America
US2519825A,United States of America
US5026160A,United States of America
US10485018B2,United States of America
US9411997B1,United States of America
US3527887A,United States of America
US9056951B2,United States of America
US9208942B2,United States of America
US7065897B2,United States of America
US9373014B1,United States of America
US3824548A,United States of America
US1056503A,United States of America
US10346906B2,United States of America
US9449443B2,United States of America
US10484040B2,United States of America
US8174828B2,United States of America
US7130779B2,United States of America
US6409859B1,United States of America
US9702966B2,United States of America
US5305969A,United States of America
US853625A,United States of America
US4797677A,United States of America
US5481700A,United States of America
US9905836B2,United States of America
US7921066B2,United States of America
US2983908A,United States of America
US10154505B2,United States of America
US8073795B2,United States of America
USH628H,United States of America
US2918845A,United States of America
US2666198A,United States of America
US6304515B1,United States of America
US10303881B2,United States of America
US1291809A,United States of America
US9819364B2,United States of America
US8780195B1,United States of America
US10326573B2,United States of America
US9894591B2,United States of America
US5581259A,United States of America
US6058260A,United States of America
US10182356B2,United States of America
US2638549A,United States of America
US9218232B2,United States of America
US8872814B1,United States of America
US9456086B1,United States of America
US4811023A,United States of America
US6894446B2,United States of America
US9967784B2,United States of America
US8842040B1,United States of America
US9244791B2,United States of America
US10356000B2,United States of America
US9811818B1,United States of America
US6304833B1,United States of America
US9007197B2,United States of America
US10425201B2,United States of America
US8229604B2,United States of America
US10420696B2,United States of America
US8831205B1,United States of America
US8792948B2,United States of America
US7961955B1,United States of America
US9129519B2,United States of America
US5862262A,United States of America
US5640521A,United States of America
US10425145B2,United States of America
US7023979B1,United States of America
US8948776B2,United States of America
US6667631B2,United States of America
US10516693B2,United States of America
US5995959A,United States of America
US1445191A,United States of America
US1755125A,United States of America
US9798006B2,United States of America
US3996590A,United States of America
US10516448B2,United States of America
US6276293B1,United States of America
US8117019B2,United States of America
US5804487A,United States of America
US8613204B2,United States of America
US10389432B2,United States of America
US10305513B2,United States of America
US10045253B2,United States of America
US10056928B2,United States of America
US8705857B2,United States of America
US9826385B2,United States of America
US10305584B2,United States of America
US4445780A,United States of America
US7440447B2,United States of America
US10313995B2,United States of America
US10243695B2,United States of America
US5244951A,United States of America
US6001382A,United States of America
US7653199B2,United States of America
US7624592B2,United States of America
US8005656B1,United States of America
US8082014B2,United States of America
US4619506A,United States of America
US4565595A,United States of America
US10107895B2,United States of America
US8422657B1,United States of America
US10488554B2,United States of America
US7201374B2,United States of America
US8856228B2,United States of America
US7269261B1,United States of America
US5960097A,United States of America
US7249512B2,United States of America
US1248799A,United States of America
US2269924A,United States of America
US8992663B2,United States of America
US10125984B2,United States of America
US8868535B1,United States of America
US7835931B2,United States of America
US6177263B1,United States of America
US5390548A,United States of America
US6925563B1,United States of America
US1262926A,United States of America
US2599944A,United States of America
US10153830B2,United States of America
US9344308B2,United States of America
US9589228B1,United States of America
US6829384B2,United States of America
US10090909B2,United States of America
US2881664A,United States of America
US896975A,United States of America
US7720511B1,United States of America
US7148791B2,United States of America
US10187751B2,United States of America
US2374129A,United States of America
US5262698A,United States of America
US7197167B2,United States of America
US5472807A,United States of America
US7181302B2,United States of America
US3707483A,United States of America
US5931415A,United States of America
US7925246B2,United States of America
US10452253B2,United States of America
US6895102B2,United States of America
US10104690B2,United States of America
US7997400B2,United States of America
US4355955A,United States of America
US6119111A,United States of America
US4772845A,United States of America
US10172014B2,United States of America
US6351759B1,United States of America
US5390154A,United States of America
US5671139A,United States of America
US5734353A,United States of America
US10153908B2,United States of America
US8825230B2,United States of America
US6421603B1,United States of America
US10438205B2,United States of America
US10527709B2,United States of America
US3551814A,United States of America
US3523936A,United States of America
US7190141B1,United States of America
US8121818B2,United States of America
US6998141B2,United States of America
US10506444B2,United States of America
US10001542B1,United States of America
US3680124A,United States of America
US10011789B2,United States of America
US5867411A,United States of America
US2076283A,United States of America
US7783403B2,United States of America
US7630806B2,United States of America
US6090332A,United States of America
US7250944B2,United States of America
US4176468A,United States of America
US8843244B2,United States of America
US10092944B2,United States of America
US10249207B2,United States of America
US2655054A,United States of America
US8577517B2,United States of America
US7195488B2,United States of America
US8326469B2,United States of America
US6443068B1,United States of America
US7796081B2,United States of America
US7610146B2,United States of America
US8630795B2,United States of America
US8965677B2,United States of America
US8068979B2,United States of America
US8209120B2,United States of America
US7983836B2,United States of America
US5625749A,United States of America
US8000897B2,United States of America
US7899621B2,United States of America
US7840342B1,United States of America
US7962285B2,United States of America
US7791503B2,United States of America
US8052161B2,United States of America
US7426437B2,United States of America
US7418346B2,United States of America
US7802582B2,United States of America
US7912645B2,United States of America
US3991116A,United States of America
US3354010A,United States of America
US7295925B2,United States of America
US7990283B2,United States of America
US10286016B2,United States of America
US7653394B2,United States of America
US9973268B1,United States of America
US10358057B2,United States of America
US692506A,United States of America
US9442189B2,United States of America
US7632433B1,United States of America
US9756547B2,United States of America
US7727418B2,United States of America
US9835764B2,United States of America
US7136794B1,United States of America
US4508536A,United States of America
US3848230A,United States of America
US9915654B2,United States of America
US5274361A,United States of America
US6754569B2,United States of America
US2595448A,United States of America
US8380003B2,United States of America
US10183069B2,United States of America
US5502448A,United States of America
US10523449B2,United States of America
US2402547A,United States of America
US3010399A,United States of America
US8393422B1,United States of America
US6940919B2,United States of America
US5432517A,United States of America
US6330259B1,United States of America
US10046241B1,United States of America
US5314817A,United States of America
US1279304A,United States of America
US7901682B2,United States of America
US6618106B1,United States of America
US3672866A,United States of America
US6180928B1,United States of America
US9557547B2,United States of America
US3424988A,United States of America
US7274504B2,United States of America
US5098449A,United States of America
US7397549B2,United States of America
US1334059A,United States of America
US7739061B2,United States of America
US5839441A,United States of America
US2580732A,United States of America
US10313128B2,United States of America
US5298409A,United States of America
US7693653B2,United States of America
US10451385B2,United States of America
US2603433A,United States of America
US8195598B2,United States of America
US5926758A,United States of America
US8050640B2,United States of America
US10511337B2,United States of America
US5351016A,United States of America
US6799047B1,United States of America
US7064328B2,United States of America
US3796159A,United States of America
US6576072B2,United States of America
US2916872A,United States of America
US6957078B1,United States of America
US8798546B2,United States of America
US10455425B2,United States of America
US3724375A,United States of America
US9435918B2,United States of America
US6852903B1,United States of America
US10144523B1,United States of America
US7249116B2,United States of America
US7249604B1,United States of America
US8389232B2,United States of America
US6900777B1,United States of America
US7006881B1,United States of America
US6211835B1,United States of America
US10185036B2,United States of America
US4254477A,United States of America
US2480040A,United States of America
US3010103A,United States of America
US10477698B1,United States of America
US4896502A,United States of America
US9519898B2,United States of America
US5652594A,United States of America
US3894491A,United States of America
US3882323A,United States of America
US3599208A,United States of America
US3676699A,United States of America
US5026156A,United States of America
US7310304B2,United States of America
US3634154A,United States of America
US10197040B2,United States of America
US7979173B2,United States of America
US2415831A,United States of America
US7979172B2,United States of America
US5796881A,United States of America
US3967100A,United States of America
US3897728A,United States of America
US8451432B2,United States of America
US5467428A,United States of America
US2677730A,United States of America
US9978177B2,United States of America
US7647180B2,United States of America
US3713412A,United States of America
US8655939B2,United States of America
US9177476B2,United States of America
US7983802B2,United States of America
US5355096A,United States of America
US7899616B2,United States of America
US8260537B2,United States of America
UST930001I4,United States of America
US10438415B2,United States of America
US7319397B2,United States of America
US6430275B1,United States of America
US4910521A,United States of America
US8204836B2,United States of America
US7423535B2,United States of America
US2612956A,United States of America
US3887873A,United States of America
US3032299A,United States of America
US7868788B2,United States of America
US7342497B2,United States of America
US6223669B1,United States of America
US3736592A,United States of America
US8948890B2,United States of America
US5867257A,United States of America
US3698670A,United States of America
US5574077A,United States of America
US6148034A,United States of America
US3631835A,United States of America
US3388381A,United States of America
US5620652A,United States of America
US7915587B2,United States of America
US5543811A,United States of America
US6825791B2,United States of America
US8052527B2,United States of America
US5920899A,United States of America
US3534131A,United States of America
US3663925A,United States of America
US3921123A,United States of America
US3614782A,United States of America
US3868143A,United States of America
US8215919B2,United States of America
US7150938B2,United States of America
US3676780A,United States of America
US4267580A,United States of America
US3749017A,United States of America
US6590478B2,United States of America
US4775217A,United States of America
US8285608B2,United States of America
US5355325A,United States of America
US8326240B1,United States of America
US8061119B2,United States of America
US5465702A,United States of America
US3876308A,United States of America
US3870997A,United States of America
US3713387A,United States of America
US3723805A,United States of America
US239496A,United States of America
US5377129A,United States of America
US6209091B1,United States of America
US3500397A,United States of America
US7255962B2,United States of America
US8121881B2,United States of America
US3389026A,United States of America
US7260560B2,United States of America
US627313A,United States of America
US6218985B1,United States of America
US8442839B2,United States of America
US5835901A,United States of America
US7843488B2,United States of America
US3754440A,United States of America
US5123057A,United States of America
US8407805B2,United States of America
US3535643A,United States of America
US8144931B1,United States of America
US8979703B2,United States of America
US3734429A,United States of America
US3715750A,United States of America
US5100736A,United States of America
US3747100A,United States of America
US2688313A,United States of America
US3013722A,United States of America
US8001067B2,United States of America
US6572376B1,United States of America
CN102185847A,China
US6921898B1,United States of America
US3227399A,United States of America
US9064211B2,United States of America
US3692238A,United States of America
US8586227B2,United States of America
US8585840B2,United States of America
US3714430A,United States of America
US7096121B2,United States of America
US10511950B2,United States of America
US3712170A,United States of America
US5134412A,United States of America
US6108210A,United States of America
US2304566A,United States of America
US4276597A,United States of America
US3862407A,United States of America
US8290753B2,United States of America
US10437335B2,United States of America
US3509500A,United States of America
US6859189B1,United States of America
US3267263A,United States of America
US9430814B2,United States of America
US1313945A,United States of America
KR20190100093A,Republic of Korea
FR2500887A1,France
KR20190110072A,Republic of Korea
KR20190110968A,Republic of Korea
RO121644B1,Romania
FR2464369A1,France
KR20190102152A,Republic of Korea
KR20190109325A,Republic of Korea
KR102059246B1,Republic of Korea
KR20190114925A,Republic of Korea
KR20190106904A,Republic of Korea
KR20190094311A,Republic of Korea
KR20150133836A,Republic of Korea
KR101050747B1,Republic of Korea
KR20190110073A,Republic of Korea
KR101856453B1,Republic of Korea
KR20190095195A,Republic of Korea
KR20190105530A,Republic of Korea
KR20060129082A,Republic of Korea
KR20190104483A,Republic of Korea
KR101871052B1,Republic of Korea
KR20190106920A,Republic of Korea
RO102993B1,Romania
CA2110634C,Canada
KR20120078197A,Republic of Korea
KR20160003257A,Republic of Korea
KR101059748B1,Republic of Korea
KR101575611B1,Republic of Korea
JP2919465B2,Japan
KR19990050498A,Republic of Korea
KR20020016327A,Republic of Korea
KR100732727B1,Republic of Korea
CN107271517A,China
CN102282542A,China
KR20160149118A,Republic of Korea
KR20020012733A,Republic of Korea
KR102011094B1,Republic of Korea
KR101728137B1,Republic of Korea
HU0203184A2,Hungary
KR20080073993A,Republic of Korea
BRPI0808987A2,Brazil
FI90222B,Finland
SK101793A3,Slovakia
RO119788B1,Romania
RO106434B1,Romania
KR20030085961A,Republic of Korea
KR102045065B1,Republic of Korea
JP2552075B2,Japan
KR101534194B1,Republic of Korea
JP5994520B2,Japan
JP2549240B2,Japan
JP6556976B2,Japan
AU2017210132A1,Australia
JP2019117591A,Japan
AU2005314729A1,Australia
JP6065492B2,Japan
JP2001101447A,Japan
EP3282099A1,European Patent Office (EPO)
CN101375285A,China
KR100571496B1,Republic of Korea
JPH0552928A,Japan
JP5949380B2,Japan
JP2019062272A,Japan
KR20170031544A,Republic of Korea
JP2019537343A,Japan
KR20050019818A,Republic of Korea
CN103139220A,China
JP2006039602A,Japan
JP6518771B2,Japan
JP4576757B2,Japan
JPH111620A,Japan
JP2001282104A,Japan
JP2018129062A,Japan
JP2009089956A,Japan
KR19980702606A,Republic of Korea
KR20090057345A,Republic of Korea
JP5710162B2,Japan
RU2344842C1,Russian Federation
CH346633A,Switzerland
KR101308548B1,Republic of Korea
JP3206225U,Japan
JP2002296117A,Japan
JP2007024685A,Japan
JP2006506182A,Japan
JPH0658280B2,Japan
KR20010012243A,Republic of Korea
JP2014518974A,Japan
JP3181904B2,Japan
JP6383499B2,Japan
JPH0835755A,Japan
JP2015525924A,Japan
JP2014028277A,Japan
JP2000162966A,Japan
KR101124935B1,Republic of Korea
KR20060009846A,Republic of Korea
EP2940541A2,European Patent Office (EPO)
JPH10186056A,Japan
JP6154429B2,Japan
JP2004264694A,Japan
JP2010240460A,Japan
JP2003167512A,Japan
JP2018082730A,Japan
JP2004531842A,Japan
CN1655526A,China
JP2007160000A,Japan
JPH06192608A,Japan
EP3199507A1,European Patent Office (EPO)
JP2895063B2,Japan
JP2002005651A,Japan
JPH06117932A,Japan
JP2769544B2,Japan
AU6552399A,Australia
JP2007143567A,Japan
BE548821A,Belgium
JP2019085712A,Japan
KR20190041520A,Republic of Korea
JPH09200423A,Japan
JP2016537945A,Japan
JP2013082719A,Japan
JP2018501583A,Japan
CN104915779B,China
JP2003530985A,Japan
JP2007307046A,Japan
EP3151153A1,European Patent Office (EPO)
KR20190111071A,Republic of Korea
JPH10507323A,Japan
JP2012243293A,Japan
JP2004238424A,Japan
JP2007138337A,Japan
JP2019516318A,Japan
JP2002514240A,Japan
JPH09503021A,Japan
KR20190006901A,Republic of Korea
JP2004148754A,Japan
JP2002524930A,Japan
JP2889575B2,Japan
JP2018535489A,Japan
KR20190043142A,Republic of Korea
KR20170052612A,Republic of Korea
JP2016043243A,Japan
CA3041865A1,Canada
JP6504680B2,Japan
EP2157398A2,European Patent Office (EPO)
JP2016043242A,Japan
JP2003529987A,Japan
JP2618446B2,Japan
JP6290221B2,Japan
JP5305658B2,Japan
KR20170104466A,Republic of Korea
JPH08282595A,Japan
JP6537648B1,Japan
CN108616510A,China
CN101651680A,China
KR20190125492A,Republic of Korea
KR20170039654A,Republic of Korea
JP2003514234A,Japan
JPH11145625A,Japan
JP6463812B2,Japan
JP2004181790A,Japan
JP6033688B2,Japan
CN109729089A,China
KR20170048542A,Republic of Korea
DE60228353D1,Germany
JP2008171348A,Japan
JP5775001B2,Japan
KR20140095585A,Republic of Korea
JPH07215092A,Japan
JP5220915B2,Japan
DE69510695T2,Germany
JP2006300934A,Japan
CA2905390C,Canada
JP2003500151A,Japan
KR20180125525A,Republic of Korea
KR20150076035A,Republic of Korea
EP1061323B2,European Patent Office (EPO)
KR20110090722A,Republic of Korea
KR20100057836A,Republic of Korea
JP2018131199A,Japan
JP2019071106A,Japan
JP2015533911A,Japan
JP3113902B2,Japan
JP4392833B2,Japan
CN105959131A,China
KR20160133963A,Republic of Korea
JP2006242801A,Japan
JPH0781869B2,Japan
JP4660808B2,Japan
JP5676433B2,Japan
JP2019031339A,Japan
KR100198721B1,Republic of Korea
KR100258023B1,Republic of Korea
JPH1073652A,Japan
KR0174275B1,Republic of Korea
KR910006564B1,Republic of Korea
DE3138312C2,Germany
KR910000908B1,Republic of Korea
JP2007529797A,Japan
KR100233345B1,Republic of Korea
JP5242161B2,Japan
JP2011522101A,Japan
KR930010150B1,Republic of Korea
JP2937977B2,Japan
CN106961387A,China
KR20060037463A,Republic of Korea
KR100204743B1,Republic of Korea
CN109088895A,China
KR20060134049A,Republic of Korea
KR20060045990A,Republic of Korea
KR20050076804A,Republic of Korea
CN103473508A,China
JP2003215322A,Japan
JP2003528994A,Japan
CN1309214C,China
KR20050061305A,Republic of Korea
JP2018524351A,Japan
JP2862671B2,Japan
JPH11510653A,Japan
KR20060041969A,Republic of Korea
KR20030001239A,Republic of Korea
JPH07263028A,Japan
KR0139217B1,Republic of Korea
JP2019110909A,Japan
EP2573998A2,European Patent Office (EPO)
JP2008536795A,Japan
JP2010177687A,Japan
JP5980324B2,Japan
CN103957203A,China
KR0174321B1,Republic of Korea
JP4045600B2,Japan
KR20020047028A,Republic of Korea
KR960003685B1,Republic of Korea
JP6617995B1,Japan
CN106657053A,China
JP3900328B2,Japan
PT2418211E,Portugal
JP6322625B2,Japan
JP2002334162A,Japan
KR20050062373A,Republic of Korea
KR20050077734A,Republic of Korea
CN105024990A,China
KR100207361B1,Republic of Korea
KR100255622B1,Republic of Korea
KR960003686B1,Republic of Korea
KR20070091324A,Republic of Korea
TWI345394B,Taiwan Province of China
JP2005520245A,Japan
JP2002363027A,Japan
JP2005504373A,Japan
KR850001243B1,Republic of Korea
CN105141620A,China
BE478401A,Belgium
JP2001505816A,Japan
JP5762931B2,Japan
KR960003684B1,Republic of Korea
KR20050077733A,Republic of Korea
JP4518724B2,Japan
JP2000509166A,Japan
JP5102424B2,Japan
KR100211391B1,Republic of Korea
JP2000504166A,Japan
JP2003510552A,Japan
JP3209536B2,Japan
JP2013533839A,Japan
JPH0675901B2,Japan
JPH0711400A,Japan
KR100235271B1,Republic of Korea
JP6343147B2,Japan
JP2000270326A,Japan
KR840002483B1,Republic of Korea
JPH10510183A,Japan
JP2016146213A,Japan
JP2791225B2,Japan
JP2002515202A,Japan
KR20040100056A,Republic of Korea
KR100211393B1,Republic of Korea
JP2003519840A,Japan
JP2001526932A,Japan
JP2011142914A,Japan
JP2008523829A,Japan
JP5956116B2,Japan
KR930003644B1,Republic of Korea
KR100672967B1,Republic of Korea
KR20110039587A,Republic of Korea
CN101141305B,China
JP2003185668A,Japan
JP2011500810A,Japan
JP2000151026A,Japan
CN104376260A,China
CN101420442B,China
JP2002322155A,Japan
TW201029412A,Taiwan Province of China
JP2012502073A,Japan
JPH08511019A,Japan
JP5186362B2,Japan
CN103152345B,China
JP2002538770A,Japan
CN101588360A,China
JP2016535679A,Japan
JP6243016B2,Japan
JP2016539247A,Japan
AU615303B2,Australia
JP2018535362A,Japan
AU2016100403A4,Australia
JP2009018573A,Japan
JP2017145506A,Japan
CN103618691B,China
EP0605106A1,European Patent Office (EPO)
CN103944915A,China
JP2012167136A,Japan
TWI252976B,Taiwan Province of China
JP2019151932A,Japan
DE102009050533A1,Germany
JP2016113586A,Japan
EP3149597B1,European Patent Office (EPO)
CN107135224B,China
JP2014025078A,Japan
CN109873811A,China
CA2368000A1,Canada
JP5871901B2,Japan
CN105592021A,China
JP2016093846A,Japan
CN107294991A,China
JP2017535668A,Japan
EP2773067B1,European Patent Office (EPO)
CN103561004A,China
JP2008207248A,Japan
JP6093702B2,Japan
JP2017504542A,Japan
JP2019517954A,Japan
EP2991292B1,European Patent Office (EPO)
JP5788625B2,Japan
JP6242797B2,Japan
CN106529351A,China
JP6001541B2,Japan
JP5686384B2,Japan
JP6630812B2,Japan
CN101729531B,China
CN100346610C,China
JP2012066818A,Japan
JP2004151114A,Japan
CN101337987B,China
JP2007033439A,Japan
CN109981594A,China
FR3038758A1,France
CN103065088A,China
JP2010089509A,Japan
CN109525597A,China
JP2011068350A,Japan
JP2009069824A,Japan
JP2007083721A,Japan
CN109981686A,China
JP2010194710A,Japan
JP2004098660A,Japan
JP2008287715A,Japan
KR101378057B1,Republic of Korea
JP2013216101A,Japan
JP2008290710A,Japan
JP2012085516A,Japan
JP2013063641A,Japan
JP2018043343A,Japan
JP2006136945A,Japan
JP2011136693A,Japan
CN101938460A,China
CN106295331A,China
JP2009144914A,Japan
CN110417725A,China
CN102857388A,China
JP2009137578A,Japan
JP2009143540A,Japan
JP2008290711A,Japan
JP2004271525A,Japan
CN101938459A,China
DE60319509T2,Germany
JP2011025922A,Japan
JP2005042721A,Japan
JP2017200766A,Japan
CN105577706A,China
FR3071946B1,France
JP2009107114A,Japan
JP2013139248A,Japan
KR20050043808A,Republic of Korea
KR20050061403A,Republic of Korea
KR101534192B1,Republic of Korea
KR20170074386A,Republic of Korea
JP2013095139A,Japan
KR101979195B1,Republic of Korea
JP2017004509A,Japan
KR20110123413A,Republic of Korea
JP2012071600A,Japan
JP2010274910A,Japan
CN108462714A,China
KR100422807B1,Republic of Korea
KR101681855B1,Republic of Korea
JP2009143218A,Japan
KR101872406B1,Republic of Korea
KR20180056756A,Republic of Korea
KR101581155B1,Republic of Korea
KR20190138037A,Republic of Korea
KR101723715B1,Republic of Korea
JP2015061781A,Japan
KR20190134287A,Republic of Korea
KR20190110068A,Republic of Korea
KR101929522B1,Republic of Korea
KR20160147890A,Republic of Korea
KR20080079767A,Republic of Korea
JP2012101538A,Japan
KR101709115B1,Republic of Korea
JP2013256860A,Japan
JP2017030739A,Japan
KR102048141B1,Republic of Korea
KR20190001325A,Republic of Korea
KR20050086441A,Republic of Korea
KR20170083537A,Republic of Korea
CN110647918A,China
JP2017213900A,Japan
KR100835820B1,Republic of Korea
JP2012127947A,Japan
KR20110061784A,Republic of Korea
KR20140043098A,Republic of Korea
CN102035855A,China
JP2009113470A,Japan
KR20160036201A,Republic of Korea
EP1226499A1,European Patent Office (EPO)
KR20180081954A,Republic of Korea
KR100798923B1,Republic of Korea
KR101686472B1,Republic of Korea
JP2018026570A,Japan
KR20090015420A,Republic of Korea
DE102012010935A1,Germany
JP2013035118A,Japan
JP2018140491A,Japan
KR20030016500A,Republic of Korea
CN108055242A,China
JP2013216316A,Japan
JP2013123794A,Japan
KR100457971B1,Republic of Korea
KR101013264B1,Republic of Korea
KR20140032934A,Republic of Korea
CN105262771A,China
KR20170103481A,Republic of Korea
KR102034390B1,Republic of Korea
KR20180044257A,Republic of Korea
KR101859339B1,Republic of Korea
KR20170063588A,Republic of Korea
JP2012089111A,Japan
KR20190140554A,Republic of Korea
KR20030089655A,Republic of Korea
KR20170024428A,Republic of Korea
KR20150083758A,Republic of Korea
JP2009083462A,Japan
KR101913339B1,Republic of Korea
JP2013256119A,Japan
KR20170109949A,Republic of Korea
KR101460589B1,Republic of Korea
KR100466214B1,Republic of Korea
JP2010050094A,Japan
KR101217457B1,Republic of Korea
JP2013232195A,Japan
CN101160876B,China
KR20090015417A,Republic of Korea
KR100813007B1,Republic of Korea
KR20090015418A,Republic of Korea
KR100729369B1,Republic of Korea
KR20140146342A,Republic of Korea
JP2009078554A,Japan
CN102843362A,China
KR101414580B1,Republic of Korea
CN102461118A,China
CN103368976A,China
KR101028101B1,Republic of Korea
CN108290879A,China
KR101314695B1,Republic of Korea
KR100225574B1,Republic of Korea
JP2012164310A,Japan
KR20150033624A,Republic of Korea
KR20040065674A,Republic of Korea
JP2018014505A,Japan
JP2012158322A,Japan
CN106778253A,China
KR0174978B1,Republic of Korea
KR100432421B1,Republic of Korea
JP2012086830A,Japan
KR100448262B1,Republic of Korea
JP2017163565A,Japan
JP2016106044A,Japan
KR101712462B1,Republic of Korea
JP2012180083A,Japan
EP2271047B1,European Patent Office (EPO)
CN102891864A,China
KR20180085157A,Republic of Korea
KR20050026624A,Republic of Korea
KR20110098983A,Republic of Korea
KR20070032885A,Republic of Korea
CN101442536A,China
KR20160044524A,Republic of Korea
KR20160002471A,Republic of Korea
KR101615045B1,Republic of Korea
CN109802946A,China
KR100628306B1,Republic of Korea
KR100523483B1,Republic of Korea
TW201537379A,Taiwan Province of China
KR20140019550A,Republic of Korea
JP2009214540A,Japan
KR20190028597A,Republic of Korea
KR100419472B1,Republic of Korea
CN102420826A,China
JP2013028332A,Japan
KR101294816B1,Republic of Korea
KR20130088701A,Republic of Korea
KR101988747B1,Republic of Korea
JP2009161352A,Japan
JP2017206247A,Japan
CN107046535B,China
JP2013111982A,Japan
KR101425107B1,Republic of Korea
CN103077352A,China
CA2414177A1,Canada
KR101713815B1,Republic of Korea
KR101968633B1,Republic of Korea
JP2013077565A,Japan
CN109918505A,China
KR20060117319A,Republic of Korea
JP2004220120A,Japan
JP2010150911A,Japan
CN109510795A,China
KR20050093741A,Republic of Korea
JP2006069535A,Japan
KR20100083681A,Republic of Korea
KR101031786B1,Republic of Korea
CN102195782A,China
KR20100032277A,Republic of Korea
JP2010195392A,Japan
JP2006009798A,Japan
KR101263381B1,Republic of Korea
KR20050080936A,Republic of Korea
KR20120060655A,Republic of Korea
CN108600166A,China
KR101113615B1,Republic of Korea
KR101454838B1,Republic of Korea
KR20130046276A,Republic of Korea
KR20100128798A,Republic of Korea
JP2012126391A,Japan
CN104410617A,China
KR101465314B1,Republic of Korea
CN102571579A,China
KR20190009379A,Republic of Korea
KR20080073848A,Republic of Korea
JP2009114615A,Japan
KR101621004B1,Republic of Korea
KR20190051492A,Republic of Korea
RU137835U1,Russian Federation
KR20190086648A,Republic of Korea
KR101609484B1,Republic of Korea
JP2013043448A,Japan
JP2009068835A,Japan
JP2009269168A,Japan
KR0148579B1,Republic of Korea
KR101587776B1,Republic of Korea
EP1533700A2,European Patent Office (EPO)
JP2013040950A,Japan
KR100814386B1,Republic of Korea
JP2018171932A,Japan
JP2008049998A,Japan
KR101906560B1,Republic of Korea
KR102021384B1,Republic of Korea
KR20190070491A,Republic of Korea
JP2012111479A,Japan
KR20180083280A,Republic of Korea
KR101866187B1,Republic of Korea
KR101891992B1,Republic of Korea
CN102185859A,China
JP2008174223A,Japan
KR100397410B1,Republic of Korea
JP2017096975A,Japan
KR20180006338A,Republic of Korea
KR101952539B1,Republic of Korea
JP2012126387A,Japan
CN102857486A,China
CN103957195A,China
JP2019111645A,Japan
KR101987365B1,Republic of Korea
KR100665874B1,Republic of Korea
KR101937434B1,Republic of Korea
KR102030027B1,Republic of Korea
CN107343011A,China
JP2011050047A,Japan
JP2013212834A,Japan
JP2010241423A,Japan
JP2017074773A,Japan
JP2013154464A,Japan
